Time,SPY,IEFA,VWO,EWJ,XLF,XLK,XLV,XLY,XLP,XLU,XLI,XLE,XLC,XLRE,XLB,BND,LQD,BNDX,SHV,HYG,GLD,SLV,PDBC,USO
2023-09-01,443.605438232422,63.8292274475098,39.4761009216309,59.798412322998,33.9783248901367,174.527938842773,130.951522827148,167.990112304688,69.696174621582,60.1562423706055,106.722595214844,87.0789337158203,66.2122650146484,35.4639892578125,81.7861328125,68.1140823364258,99.0537796020508,46.0504150390625,102.875877380371,68.9262313842773,180.110000610352,22.1700000762939,14.3302297592163,76.9199981689453
2023-09-05,441.688171386719,63.266300201416,39.2448501586914,59.8273277282715,33.6355094909668,175.151962280273,129.598556518555,168.108917236328,69.0971755981445,59.2343063354492,104.927543640137,87.5395812988281,66.2024002075195,35.1093444824219,80.2737426757812,67.7410049438477,98.3464584350586,45.7659797668457,102.875877380371,68.476318359375,178.639999389648,21.5900001525879,14.3878192901611,77.7600021362305
2023-09-06,438.718933105469,63.1136512756348,39.0617828369141,59.9815483093262,33.6159210205078,173.299697875977,128.892669677734,166.613861083984,69.0198974609375,59.3687553405762,104.476318359375,87.5779724121094,65.9951705932617,35.0422554016113,80.0981140136719,67.6644973754883,98.2521438598633,45.7659797668457,102.894577026367,68.3110580444336,177.830001831055,21.2399997711182,14.4070158004761,78.5199966430664
2023-09-07,437.371978759766,62.8942070007324,38.6570930480957,59.9815483093262,33.5277671813965,170.793701171875,129.471084594727,167.079208374023,69.1841278076172,60.1466445922852,104.133010864258,87.4915924072266,65.8767700195312,35.3297958374023,79.7370910644531,67.8940582275391,98.6859817504883,45.8797492980957,102.950660705566,68.5405960083008,178.020004272461,21.0499992370605,14.3878192901611,77.9499969482422
2023-09-08,438.03076171875,62.7892532348633,38.7341804504395,59.3839530944824,33.5963287353516,171.150268554688,129.471084594727,167.079208374023,69.2710876464844,60.6748313903809,103.613128662109,88.3360977172852,66.0741119384766,35.0997543334961,79.8151473999023,67.9131927490234,98.7614135742188,45.8797492980957,102.960006713867,68.5130462646484,178.080001831055,21.0100002288818,14.426212310791,78.3000030517578
2023-09-11,440.911499023438,63.4571266174316,39.1774024963379,60.0682945251465,33.753044128418,172.041763305664,130.36328125,171.574249267578,69.8700942993164,60.9245185852051,103.642562866211,87.1749038696289,67.0707550048828,35.1189308166504,80.1566696166992,67.807991027832,98.5728073120117,45.7754592895508,102.978691101074,68.6324081420898,178.410003662109,21.1599998474121,14.4934005737305,78.370002746582
2023-09-12,438.492797851562,63.1804428100586,39.0714111328125,60.0586624145508,33.9783248901367,168.921615600586,130.196594238281,170.019821166992,69.2710876464844,61.001350402832,103.269813537598,89.2285690307617,66.3701477050781,35.1189308166504,79.9712677001953,67.8558120727539,98.5445022583008,45.7659797668457,102.988052368164,68.5222396850586,177.490005493164,21.1299991607666,14.5701866149902,79.6999969482422
2023-09-13,439.004119873047,62.9609909057617,39.0328674316406,60.0297431945801,33.9783248901367,169.347564697266,130.216201782227,171.366333007812,69.4836349487305,61.7312126159668,102.583183288574,88.5568084716797,66.5872421264648,34.7642860412598,79.5029144287109,67.9610214233398,98.7614135742188,45.8133850097656,103.006729125977,68.7058715820312,177.080001831055,20.9300003051758,14.5989818572998,79.6800003051758
2023-09-14,442.789367675781,63.7910652160645,39.2641220092773,61.051441192627,34.2917633056641,170.575805664062,130.627990722656,173.049499511719,70.1889114379883,62.6339378356934,103.59351348877,89.5932312011719,67.5148010253906,35.3968925476074,80.6250076293945,67.8462371826172,98.5822219848633,45.9176750183105,103.053482055664,68.7885055541992,177.169998168945,20.7299995422363,14.7237596511841,81.120002746582
2023-09-15,437.454498291016,63.6097793579102,39.0617828369141,60.7140884399414,34.1154632568359,167.297225952148,129.598556518555,170.089111328125,69.6092376708984,62.365047454834,102.995155334473,88.2977066040039,66.6168518066406,35.2627029418945,79.7273330688477,67.7123260498047,98.4313354492188,45.7659797668457,103.062797546387,68.5314254760742,178.339996337891,21.1100006103516,14.6757678985596,81.2900009155273
2023-09-18,437.711029052734,63.3426322937012,39.0015525817871,60.8586692810059,34.2089233398438,168.10124206543,129.401672363281,168.239273071289,69.5849151611328,62.3185729980469,103.109405517578,89.0459594726562,66.6643218994141,34.9545059204102,79.3959503173828,67.7792816162109,98.6199645996094,45.6996078491211,103.081497192383,68.5773315429688,179.389999389648,21.2999992370605,14.6949644088745,81.4499969482422
2023-09-19,436.803314208984,63.4285049438477,38.8072738647461,61.157470703125,34.1695671081543,168.011901855469,129.509948730469,167.396209716797,69.4195709228516,61.9797248840332,102.676048278809,88.2145614624023,66.7137832641602,34.7709426879883,79.3273162841797,67.6357879638672,98.2898712158203,45.6142730712891,103.081497192383,68.3661346435547,179.220001220703,21.2700004577637,14.6757678985596,81.5
2023-09-20,432.787628173828,63.2567672729492,38.6907043457031,60.3381805419922,33.9334449768066,165.371505737305,129.519805908203,165.729873657227,69.4876480102539,62.0378112792969,102.272232055664,87.3928451538086,65.8036880493164,34.8385734558105,78.4939346313477,67.5497207641602,98.3275833129883,45.6806526184082,103.10018157959,68.3110580444336,179.350006103516,21.3400001525879,14.5701866149902,80.1399993896484
2023-09-21,425.634368896484,62.274040222168,38.0690116882324,59.4032249450684,33.3726387023926,162.850234985352,128.387725830078,161.207015991211,68.5927886962891,61.3891639709473,100.597900390625,86.194091796875,64.9925155639648,33.6309127807617,76.9154357910156,67.1288452148438,97.3373413085938,45.6332359313965,103.146926879883,67.8244323730469,178.050003051758,21.4400005340576,14.5125970840454,80.4100036621094
2023-09-22,424.677276611328,62.3026695251465,38.5158576965332,59.5670852661133,33.1168365478516,163.197662353516,128.121917724609,159.620010375977,68.2231674194336,61.2729911804199,100.253189086914,86.3390960693359,64.9133911132812,33.399040222168,76.8370056152344,67.4062347412109,97.9314880371094,45.6616859436035,103.165634155273,67.9438018798828,178.619995117188,21.5799999237061,14.5029983520508,80.629997253418
2023-09-25,426.463165283203,62.0259819030762,38.3701477050781,59.4899787902832,33.1955490112305,163.723754882812,128.820861816406,160.601974487305,67.9800033569336,61.1858596801758,100.755493164062,87.4218521118164,65.071662902832,33.3410720825195,77.4448699951172,66.9088363647461,96.9789657592773,45.4815444946289,103.174964904785,67.8519821166992,177.699996948242,21.2000007629395,14.445408821106,80.3899993896484
2023-09-26,420.197875976562,61.2054557800293,37.9233016967773,58.5742988586426,32.7528076171875,160.775650024414,127.728157043457,157.675979614258,67.4742126464844,59.3560905456543,99.2190399169922,86.9191436767578,64.3495254516602,32.7517356872559,76.3271713256836,66.8418807983398,96.7054595947266,45.4530906677246,103.18431854248,67.5581665039062,176.279998779297,20.9599990844727,14.445408821106,80.879997253418
2023-09-27,420.365600585938,61.1004981994629,37.9718704223633,58.8249015808105,32.70361328125,161.023803710938,127.088310241699,157.070938110352,66.9197998046875,58.2136993408203,99.9577102661133,89.0846328735352,64.5176849365234,32.4618988037109,76.3173599243164,66.6027679443359,96.2527770996094,45.3298416137695,103.203010559082,67.4663467407227,174.100006103516,20.7000007629395,14.5221948623657,82.9000015258789
2023-09-28,422.802642822266,61.5966300964355,38.0495834350586,58.9405708312988,32.9397392272949,162.165328979492,127.698631286621,158.826553344727,67.1240615844727,56.9551277160645,100.381225585938,89.1812973022461,65.2299423217773,32.8000450134277,77.1409378051758,66.7749176025391,96.4225311279297,45.2824325561523,103.24974822998,67.7876968383789,173.229995727539,20.7399997711182,14.5125970840454,81.5699996948242
2023-09-29,421.776550292969,61.3962707519531,38.0884399414062,58.1116409301758,32.6347389221191,162.721206665039,126.733909606934,159.669616699219,66.9295196533203,57.051944732666,99.8493728637695,87.383171081543,64.8639221191406,32.9159812927246,77.0134811401367,66.7462387084961,96.2150421142578,45.3488121032715,103.24974822998,67.6867141723633,171.449996948242,20.3400001525879,14.3494262695312,80.8600006103516
2023-10-02,421.608795166016,60.4898796081543,37.9524421691895,57.6104354858398,32.359260559082,164.468215942383,126.556709289551,159.798568725586,66.4723663330078,54.3992614746094,98.8743209838867,85.6430511474609,65.3486328125,32.3169784545898,75.9938201904297,66.2877502441406,95.3335800170898,45.1769065856934,103.27320098877,67.2759704589844,169.649993896484,19.4200000762939,14.2534437179565,79.3899993896484
2023-10-03,415.965087890625,59.7170562744141,37.4667434692383,56.6080093383789,31.8476524353027,161.678955078125,125.434471130371,155.91047668457,65.9957580566406,55.0285491943359,98.1848907470703,85.5850448608398,64.4682235717773,31.7276401519775,75.7879333496094,65.7506103515625,94.2352981567383,45.024959564209,103.282600402832,66.5929794311523,169.160003662109,19.4400005340576,14.1862554550171,79.9300003051758
2023-10-04,418.994171142578,59.7838439941406,37.3113250732422,55.9911346435547,32.0837821960449,163.693984985352,125.96605682373,158.985214233398,66.52099609375,54.9704627990723,98.5000610351562,82.8975143432617,65.0815505981445,32.065788269043,76.6801300048828,66.1822509765625,95.0589981079102,45.1199188232422,103.32014465332,66.9344711303711,169.139999389648,19.3099994659424,13.783127784729,75.5899963378906
2023-10-05,418.836273193359,60.3658447265625,37.4667434692383,57.0899429321289,32.2313575744629,163.912368774414,126.655151367188,158.191757202148,65.207893371582,54.6509780883789,97.9189682006836,82.3851547241211,64.9925155639648,32.2976608276367,75.7487182617188,66.2302093505859,94.9453964233398,45.1958999633789,103.376441955566,66.9990997314453,168.830001831055,19.25,13.7159395217896,73.9899978637695
2023-10-06,423.809051513672,61.0146293640137,37.9815864562988,57.2345199584961,32.5068397521973,166.979553222656,127.984115600586,159.302642822266,64.8479995727539,55.425479888916,99.2584381103516,82.8781890869141,66.1894989013672,32.4232559204102,76.4644317626953,65.9712371826172,94.6613464355469,45.1009368896484,103.38582611084,67.0913848876953,169.699996948242,19.7299995422363,13.7447347640991,74.1600036621094
2023-10-09,426.522338867188,60.8524322509766,37.7484512329102,57.3983840942383,32.5265197753906,167.843139648438,128.427108764648,159.471252441406,64.9063720703125,55.9773139953613,100.814582824707,85.6430511474609,66.9017333984375,32.8483505249023,76.5624847412109,66.6426391601562,95.8353881835938,45.3858337402344,103.395233154297,67.5897979736328,172.820007324219,20.0599994659424,14.0230846405029,77.129997253418
2023-10-10,428.742309570312,61.73974609375,38.3507118225098,58.1501960754395,32.7626457214355,168.10124206543,129.037445068359,161.216903686523,65.5677795410156,56.7421417236328,101.425231933594,85.749382019043,67.2875289916992,32.964282989502,77.3762435913086,66.5755081176758,95.8732681274414,45.3193588256836,103.404602050781,67.5713348388672,172.529998779297,19.9799995422363,14.0326833724976,76.7099990844727
2023-10-11,430.498565673828,61.9401092529297,38.46728515625,58.0056190490723,32.811840057373,169.659652709961,128.466491699219,161.792190551758,65.1203460693359,57.661865234375,102.035858154297,84.6473083496094,67.9008636474609,33.6309127807617,77.5625381469727,66.882438659668,96.4602813720703,45.5947723388672,103.414009094238,67.5621109008789,173.789993286133,20.1800003051758,13.9462985992432,75.6699981689453
2023-10-12,427.874053955078,61.4058113098145,38.0592956542969,58.1501960754395,32.6052284240723,169.818481445312,127.36393737793,160.026672363281,64.4103012084961,56.7711868286133,101.110061645508,84.7439956665039,67.0995864868164,33.1864929199219,76.4056167602539,66.3069152832031,95.456657409668,45.3573455810547,103.470291137695,67.2021408081055,173.259994506836,19.9599990844727,13.9175033569336,75.4199981689453
2023-10-13,425.742889404297,60.8047332763672,37.9135894775391,57.4272994995117,32.6740951538086,167.386535644531,128.16130065918,157.675979614258,64.9744491577148,57.4101486206055,100.21378326416,86.6097793579102,66.347770690918,33.1768341064453,76.1212844848633,66.6138534545898,95.9868621826172,45.547290802002,103.489082336426,67.1467514038086,178.830001831055,20.7800006866455,14.2726402282715,78.9899978637695
2023-10-16,430.222320556641,61.2531547546387,38.1855812072754,57.6104354858398,33.0184478759766,168.994613647461,129.126037597656,160.225051879883,65.6455993652344,58.0007133483887,101.277488708496,87.189826965332,67.4161376953125,33.5149765014648,76.8664169311523,66.2685623168945,95.324104309082,45.3763465881348,103.49845123291,67.128303527832,177.960006713867,20.6800003051758,14.2534437179565,78.3899993896484
2023-10-17,430.202575683594,61.2817840576172,38.0204391479492,57.7260932922363,33.1758689880371,168.210433959961,128.948837280273,160.601974487305,65.9276657104492,57.8458099365234,101.592658996582,88.0985565185547,67.6535568237305,33.3410720825195,77.6213455200195,65.8369522094727,94.5666732788086,45.110424041748,103.507865905762,66.8144989013672,178.289993286133,20.9200000762939,14.2918367385864,78.8000030517578
2023-10-18,424.470092773438,60.2036437988281,37.3987503051758,56.8200607299805,32.6052284240723,166.483245849609,127.826614379883,156.832901000977,66.1708374023438,57.3423767089844,99.1402587890625,88.9009475708008,66.4862594604492,32.606819152832,75.6114654541016,65.5491790771484,93.8092269897461,45.024959564209,103.517234802246,66.4914474487305,180.869995117188,20.9500007629395,14.426212310791,79.8399963378906
2023-10-19,420.740478515625,59.7075157165527,37.262752532959,56.4055938720703,32.1723251342773,165.530334472656,126.566551208496,152.825790405273,65.6844940185547,56.7711868286133,98.2242965698242,88.7462768554688,66.4170150756836,31.8049278259277,74.7290649414062,65.2614440917969,93.0517730712891,44.9964714050293,103.564155578613,66.2514724731445,183.089996337891,21.1100006103516,14.5605888366699,81.6800003051758
2023-10-20,415.570434570312,59.1445960998535,36.8159141540527,56.0296897888184,31.6803970336914,162.731140136719,126.064491271973,150.455261230469,65.4315948486328,56.1806221008301,97.2098388671875,87.2575073242188,65.8036880493164,31.6406917572021,73.8270645141602,65.5012359619141,93.4210205078125,45.0914306640625,103.592323303223,66.3899230957031,183.589996337891,21.3999996185303,14.445408821106,80.6999969482422
2023-10-23,414.850158691406,59.173225402832,36.7381973266602,55.8947486877441,31.4836235046387,162.919723510742,125.276969909668,150.633758544922,65.3051528930664,55.7062377929688,96.7567825317383,85.8460693359375,66.1499252319336,31.3701725006104,73.0034790039062,65.7506103515625,94.1500778198242,45.2148971557617,103.611099243164,66.6575698852539,182.970001220703,21.0499992370605,14.3590250015259,78.8899993896484
2023-10-24,417.977905273438,59.5357780456543,37.1947555541992,56.2513771057129,31.7000732421875,164.041397094727,125.660888671875,152.240585327148,65.8595809936523,57.1390724182129,97.4856109619141,84.6376495361328,66.9314193725586,31.766284942627,73.8662643432617,65.9712371826172,94.6802825927734,45.3193588256836,103.620483398438,66.9990997314453,182.949996948242,21.0200004577637,14.224648475647,76.9300003051758
2023-10-25,411.978973388672,59.0110244750977,36.7964820861816,56.0296897888184,31.5820083618164,162.105773925781,124.538650512695,149.165832519531,66.0832901000977,57.458553314209,96.2347869873047,84.4829635620117,64.0329742431641,31.0996570587158,73.0034790039062,65.4724731445312,93.8187026977539,45.0534400939941,103.620483398438,66.6391296386719,183.720001220703,20.9400005340576,14.3302297592163,78.4599990844727
2023-10-26,407.045684814453,58.6484642028809,36.6604919433594,55.2682304382324,31.5131359100342,159.0087890625,123.308135986328,146.834930419922,65.6553192138672,57.9523048400879,95.8309860229492,83.8255844116211,62.6381492614746,31.7566242218018,73.513313293457,65.913688659668,94.5003967285156,45.2718696594238,103.686195373535,66.869873046875,184.009994506836,20.8500003814697,14.1862554550171,76.8899993896484
2023-10-27,405.200622558594,58.4862670898438,36.6993446350098,55.730884552002,30.9424991607666,159.931900024414,121.221153259277,148.372329711914,64.7604598999023,56.8583145141602,94.9839630126953,81.8147735595703,62.4106216430664,31.2542343139648,73.48388671875,65.913688659668,94.31103515625,45.3478507995605,103.704956054688,66.7868194580078,186.149993896484,21.1800003051758,14.3878192901611,78.3600006103516
2023-10-30,410.045166015625,59.259090423584,37.029613494873,56.1453514099121,31.4934597015381,161.649154663086,121.900405883789,149.731185913086,65.7720489501953,57.2939758300781,96.1658477783203,82.0854721069336,63.6966247558594,31.3508491516113,74.2388458251953,65.7506103515625,94.026985168457,45.2908668518066,103.714332580566,66.8052597045898,185.100006103516,21.3400001525879,14.1574602127075,76.0500030517578
2023-10-31,412.620330810547,59.497615814209,36.8547668457031,56.8296928405762,31.8378143310547,162.80061340332,122.599349975586,150.861907958984,66.005485534668,57.7877159118652,96.8749694824219,82.3561553955078,64.023078918457,31.9788341522217,74.5721817016602,65.7314300537109,93.8944396972656,45.2813758850098,103.714332580566,66.9806137084961,184.089996337891,20.9799995422363,14.0902729034424,75.0199966430664
2023-11-01,417.020812988281,60.0509948730469,37.1170425415039,57.8032073974609,32.0444259643555,165.947219848633,122.85530090332,152.726593017578,65.9373931884766,58.446044921875,97.1901397705078,82.1628036499023,64.9628448486328,32.1430740356445,74.6114044189453,66.369270324707,95.2381439208984,45.5325393676758,103.750144958496,67.6190490722656,183.509994506836,20.9699993133545,14.1094694137573,74.75
2023-11-02,425.012786865234,61.2913208007812,37.6901664733887,58.7477989196777,32.802001953125,168.756362915039,124.80443572998,156.7138671875,66.793342590332,59.5400352478027,99.1894836425781,84.6473083496094,65.8234786987305,33.1381874084473,76.0526504516602,66.7540588378906,96.3689956665039,45.7228126525879,103.797294616699,68.3799514770508,184.119995117188,20.8700008392334,14.2630414962769,76.1800003051758
2023-11-03,428.890319824219,62.0164375305176,38.3798599243164,59.7598571777344,33.2348976135254,170.493453979492,125.42463684082,158.915817260742,66.8711624145508,59.8885650634766,100.066055297852,83.7965850830078,66.8324966430664,33.9207496643066,77.2487945556641,67.1484909057617,96.8441543579102,45.9225997924805,103.825561523438,69.0480880737305,184.789993286133,21.2199993133545,14.1958541870117,74.8499984741211
2023-11-06,429.876953125,61.6920471191406,38.4964256286621,58.9887657165527,33.1365127563477,171.615127563477,126.261375427246,159.114181518555,66.978157043457,59.7336616516113,99.8001327514648,82.8491821289062,66.654426574707,33.4570121765137,76.8664169311523,66.8598937988281,96.3309783935547,45.7418441772461,103.816123962402,68.7697067260742,183.350006103516,21.0799999237061,14.2630414962769,74.9100036621094
2023-11-07,431.100402832031,61.2817840576172,38.5061416625977,58.4489974975586,33.0873184204102,173.491195678711,126.349990844727,160.889617919922,67.1435089111328,59.2980003356934,99.5539093017578,81.0123977661133,67.0105514526367,33.1768341064453,75.3761367797852,67.1965713500977,97.100715637207,45.9891929626465,103.84440612793,68.7789764404297,182.589996337891,20.7299995422363,13.9462985992432,71.8000030517578
